review_id,app_id,app_name,date,rating,version,cats,title,content
6383128912,1412534170,喜茶GO,2020-09-01,5,2.0.1,,加油,独立的app比小程序还是方便多了，不用点进微信找
6383125255,1412534170,喜茶GO,2020-09-01,5,2.0.1,,最爱喜茶,小程序就很好用，上线的app同样赞
6383106762,1412534170,喜茶GO,2020-09-01,5,2.0.1,,庆祝喜茶app正式上线！🎉🎉🎉,终于等到正式版app，从测试版用到正式版，使用流畅～😚😚终于不用担心小程序崩溃啦💗💗💗！！！
6383098393,1412534170,喜茶GO,2020-09-01,5,2.0.1,,非常简单好用！,无论是点茶，还是买汽水冰棒，都很方便。使用起来没有卡顿，感觉比小程序用起来更加流畅！整体app的风格和设计也挺喜欢的，喜茶新出的app好评！
6386208585,1504835619,蜜雪冰城,2020-09-01,4,1.0.4,,有了app更方便了，但是还有一些问题希望改进,目前线上还有一些功能缺失，导致还是要到现场点单，比如线上奶茶只有中杯，温度没有常温，糖度也不能选，也不可以加料。希望可以改进呀！！
6383676092,1504835619,蜜雪冰城,2020-09-01,1,1.0.4,支付下单|门店与出品,不退款 霸王条款app,不能退款 垃圾app 武汉的门店完全不支持 在也不用了 完全是在坑钱
6383435508,1504835619,蜜雪冰城,2020-09-01,5,1.0.4,,不错,超喜欢
6389566164,1412534170,喜茶GO,2020-09-02,5,2.0.1,,喜茶,有了独立的APP就是是上档次了呀，瞬间就高大上了，希望有各式各样的福利砸向我们这些死粉，也希望多研制研制新产品让我们一饱口福哦
6389400515,1412534170,喜茶GO,2020-09-02,5,2.0.1,,很不错的一款软件,终于可以方便快捷的喝茶茶了
6387254652,1412534170,喜茶GO,2020-09-02,5,2.0.1,,方便的很，喜茶终于有了自己的app了，开心,不用每次登录支付宝或者微信才能下单了
6386858284,1412534170,喜茶GO,2020-09-02,1,2.0.1,闪退卡顿|支付下单,支付,支付闪退 苹果不配喝喜茶
6387063082,1504835619,蜜雪冰城,2020-09-02,1,1.0.4,其他,垃圾,垃圾
6390019990,1412534170,喜茶GO,2020-09-03,5,2.0.1,,做为喜茶粉丝，终于有app啦，期待，用起来挺方便的,和小程序差不多，挺好用的
6397697028,1412534170,喜茶GO,2020-09-05,5,2.0.1,,多肉葡萄吸吸吸,喜茶终于有自己的app啦，开心
6401255215,1504835619,蜜雪冰城,2020-09-06,1,1.0.4,其他,店铺让下载，下完店铺用不了,店铺不支持app点餐就不要让店铺贴个app下载传单嘛，白费时间和流量
6410175006,1504835619,蜜雪冰城,2020-09-08,2,1.0.4,支付下单,支付问题,为什么一跳到微信或者支付宝支付总是不能付款？？？
6410814186,1504835619,蜜雪冰城,2020-09-09,1,1.0.4,优惠与价格,骗子 都是骗人的,线下都没有这个活动！纯骗人的！根本没有优惠！呵呵
6413963068,1504835619,蜜雪冰城,2020-09-10,1,1.0.4,配送履约|门店与出品,越做越垃圾的饮品店,成都郫县安德店服务态度极其差，买的一杯奶昔封口没封好，店员封了几次还是漏，漏了好多，拿了一个盖子盖在上面然后递给我，我问她这我怎么摇，她竟然说拿吸管在里面搅拌，笑死我了！漏了那么多也不给我换一杯，有几次在那买都是态度极差！一颗星都不想给！差差差！！！
6417599155,1412534170,喜茶GO,2020-09-11,1,2.0.1,登录账号,登陆失败,无法登陆
6424431498,1412534170,喜茶GO,2020-09-13,1,2.0.1,闪退卡顿|支付下单,一点支付就闪退,我没有办法，只能给一星了
6424370252,1412534170,喜茶GO,2020-09-13,2,2.0.1,闪退卡顿|支付下单|配送履约|门店与出品,下外卖订单，提交付款崩溃,给朋友点外卖时，提交提交付款时崩溃，自己点周边门店外卖可以提交，点外地地址的外卖崩溃
6424568574,1504835619,蜜雪冰城,2020-09-13,1,1.0.4,支付下单,重复扣款，只显示一个订单,同一个订单，支付宝支付了两次，app只显示一个订单，申请退款都找不到在哪儿退，这也太不认真了吧
6429961606,1412534170,喜茶GO,2020-09-14,1,2.0.1,闪退卡顿|支付下单,不能点餐,从昨天开始，一到付款的页面就闪退，今天还是点不了
6444328317,1504835619,蜜雪冰城,2020-09-18,1,1.0.4,门店与出品,态度差,睢县中央大街旗舰店，带小侄子去的，下了两单买了四杯饮料，先做好了三杯，中间还给了别人几杯做好的，我就问了一下剩下那一杯好了没有，我真的只是单纯地问一下，好奇同时买的为什么没一起给我，语气也没有不好，也没有催，结果我问完一转身小侄子不见了我就慌了，他挺调皮的，一直乱动，因为门口就是十字路口，车很多，怕出事我就急了，赶紧去找，找到后我就说了一句“你出去干嘛，在这站着别动”。确实车很多怕出事，结果几个店员在那里看着我偷偷的嘀嘀咕咕，我听到他们我说我正好有火没处发，吼那么大声，我就奇了怪了，我不就问了你们一句好了没有怎么就有火没处发，并且平时有带孩子出去的都知道孩子不听话到处乱跑肯定会急，肯定会说他一两句，怎么就是有火没处发了？？我不配吼我自己的小侄子是吗？我不配在你们店里说话是吗？？
6444153511,1504835619,蜜雪冰城,2020-09-18,5,1.0.4,,我喝的不是蜜雪冰城，我喝的是情怀,大学几年，蜜雪冰城陪伴我一路嗨，放假回家，家长的小县城也有门店，莫名的亲切感，这几年更是遍地开花，一个县城开4.5家，搞得我也好想开个店，哈哈哈，大爱奶盖!!!以前我觉得怎么可能我买一杯柠檬水还要下个app，简直太麻烦了。但事实上用起来有很多玩法，不错，给我惊喜，笔芯笔芯
6443935111,1504835619,蜜雪冰城,2020-09-18,5,1.0.4,,最爱冰激凌🍦,2块钱吃个大大的冰激凌，走起
6443919695,1504835619,蜜雪冰城,2020-09-18,5,1.0.4,,很不错,有了这个软件以后，我再也不用纠结喝什么了，想喝的时候，轻松一点，完美！
6447637602,1504835619,蜜雪冰城,2020-09-19,1,1.0.4,支付下单|门店与出品|客服售后,退钱没回应？？？,我十六号早上八点二十左右下的单 然后打算过去取，结果到门店之后发现店门没开然后我的订单变成已完成？？？联系门店  门店说不知道这个软件 没后台，昨天下午四点联系微博客服说前面有十个人在排队，我等到五点 前面剩一个人，一直等到了六点五十左右到我  就转接人工  我等到晚上八点多还没转接？？？？
6444900370,1504835619,蜜雪冰城,2020-09-19,3,1.0.4,,四线城市商场，想在电影开场前买两杯喝的。看见app点单有赠品活动的宣传，下载完app，定位到商场的店，提示营业到晚六点，不能app点单，差评。排队就能点单,四线城市商场，想在电影开场前买两杯喝的。看见app点单有赠品活动的宣传，下载完app，定位到商场的店，提示营业到晚六点，不能app点单，差评。排队就能点单。
6448412360,1504835619,蜜雪冰城,2020-09-20,3,1.0.4,,？？？,这个app会闪退
6452130260,1504835619,蜜雪冰城,2020-09-21,1,1.0.4,支付下单|优惠与价格|门店与出品|客服售后,太垃圾了这app,还没支付的订单，根本不让取消，必须得等半个小时，推广app送的软件，也就便宜一两块就算了，买的东西多，跟店里活动根本不共享，关键是提交的订单时候，用的新人优惠券并没有说明与店内活动不共享，再有，就是对店员不满，提交的订单还没有评价功能，也没有投诉通道，非常不满。
6465886858,1504835619,蜜雪冰城,2020-09-24,1,1.0.4,支付下单|门店与出品,无语,用app下完单，门店没有信息。申请退款要联系门店，app上点完联系门店显示此门店没有联系信息。到了门店说还要联系老板？？？饮品店那么多，奉劝大家喝别的
6465544524,1504835619,蜜雪冰城,2020-09-24,1,1.0.4,登录账号|广告推送,出来挨打！！！！！,这软件登录都登不了！验证码是短信的没错，说是错误的，你们还想卖货？
6465507081,1504835619,蜜雪冰城,2020-09-24,2,1.0.4,登录账号,系统不成熟,收到的验证码，输入无误，系统提示验证码错误，反正就是登不进去。
6465374492,1504835619,蜜雪冰城,2020-09-24,1,1.0.4,登录账号,垃圾,每次登陆都要重新输一次验证码 而且我明明是复制粘贴的验证码但就是非要说验证码错误登不上去 我申请的退单通知还没给我退
6465370112,1504835619,蜜雪冰城,2020-09-24,1,1.0.4,登录账号|广告推送,bug？,短信验证登陆一直提示验证码不正确
6465343057,1504835619,蜜雪冰城,2020-09-24,1,1.0.4,登录账号|优惠与价格|广告推送,短信验证码一直错误！,一直登陆不上，发了三次验证码都说错误，再发就说是当日验证码次数已用完。真垃圾，没做好就别出来丢人了，发的优惠卷不登陆也用不了，恶心死了，垃圾！
6469621138,1504835619,蜜雪冰城,2020-09-25,1,1.0.4,优惠与价格,Lj,大家不要下载俩个优惠二选一
6479915199,1412534170,喜茶GO,2020-09-28,2,2.0.1,闪退卡顿|支付下单,支付时闪退,我在用最新版本的app。仍然有支付闪退的问题，无法下单
6479276267,1412534170,喜茶GO,2020-09-28,1,2.0.1,登录账号,不能登录！,喜欢喝喜茶下载的 结果登不上去？！ 试了很多次发送验证码 输完验证码告诉我登录失败？ 重新下载了还是这个问题..
6481088018,1504835619,蜜雪冰城,2020-09-29,1,1.0.5,支付下单,退单之后 迟迟不给退款（到现在为止也没有）。                            希望还我！！！！！！！！！！！！你！！！！！！！！！！！！！！！！！！！！！！,aaa
6484972044,1412534170,喜茶GO,2020-09-30,2,2.0.2,闪退卡顿,更新最新版本依然闪退，坐标新加坡,可以进入app但是点任何都闪退，感觉已经好几个月不能用了
6491965177,1504835619,蜜雪冰城,2020-10-02,3,1.0.6,,一直支持蜜雪冰城，但是收不到验证码是真的,1
6502750464,1504835619,蜜雪冰城,2020-10-05,3,1.0.6,,有bug吧？,微信 支付宝都支付不了 点进去就是不匹配一类的提醒？！
6509959231,1504835619,蜜雪冰城,2020-10-07,1,1.0.6,支付下单,垃圾,支付不了还做什么软件
6509512739,1504835619,蜜雪冰城,2020-10-07,1,1.0.6,其他,一星都不想给,便宜的饮品 招员工就招这种素质低下的？
6513192783,1504835619,蜜雪冰城,2020-10-08,1,1.0.6,优惠与价格,垃圾,刚点完10秒钟，还不能退单！ 上面显示有的，到店没有货，价格便宜没有，贵的就有！
6516337841,1504835619,蜜雪冰城,2020-10-09,1,1.0.6,其他,在郑州二七广场不能用,蜜雪冰城，郑州是你的老家，现在做的真情垃圾，在二七这几十家店一家也不能用app，这牛，我康桥朱荣梅永远封杀你，一家店也不许在我的房子，封杀，以后绝不买，绝不推广，现在形象真差
6519533938,1504835619,蜜雪冰城,2020-10-10,1,1.0.6,支付下单|优惠与价格,搞不起活动就不要搞,下app有优惠券，然后下单喝了几杯后网上就下不了订单了，垃圾，还店铺繁忙？？我去实体店一看都没人买，不想让用优惠券就直说，没必要这么恶心人🥰
6523151731,1504835619,蜜雪冰城,2020-10-11,1,1.0.6,支付下单,不能支付真行,什么破app 支付宝微信都不能支付
6529762242,1504835619,蜜雪冰城,2020-10-12,1,1.0.6,其他,垃圾,垃圾玩意。不要下载。
6533241880,1504835619,蜜雪冰城,2020-10-13,5,1.0.6,,本来看微博说有app了就来看，发现差评挺多还挺担心,蜜雪冰城的忠实粉丝，一看到出app就来下载了。本来看到差评还挺担心。 但是都挺顺利的啊，下载，接验证码也是三秒就收到了，定位也挺准的，就是苹果手机要选 允许开启定位嘛。软件没什么问题。界面也挺整洁清晰。尝试过点餐支付，也没问题。！！可是！！可是周围4公里的店只有一家支持点餐，୧😂୨。 所以这个软件目前没啥大用。希望以后能加强！！！！
6534845859,1504835619,蜜雪冰城,2020-10-14,4,1.0.6,,难受,要是能搞个备注功能就好了，主要是不喜欢打电话给店员
6570884992,1504835619,蜜雪冰城,2020-10-24,5,1.0.8,,很好！！,很好
6574825585,1504835619,蜜雪冰城,2020-10-25,3,1.0.8,,青白江区没有新增的店,青白江区没有新增的店
6581887935,1412534170,喜茶GO,2020-10-27,4,2.0.3,,不能更换头像,用微信登录之后就不能更换头像了，是Bug还是Feature？
6579570269,1504835619,蜜雪冰城,2020-10-27,2,1.0.8,闪退卡顿,总闪退,只用了两次就一直闪退是怎么回事？
6589828809,1504835619,蜜雪冰城,2020-10-30,1,1.0.8,其他,越来越烂,越来越烂
6593487381,1504835619,蜜雪冰城,2020-10-31,1,1.0.8,支付下单,垃圾,什么垃圾啊，我真的服了，选择微信付不了钱，选择支付宝还不行，搞不了活动就别搞
6592838336,1504835619,蜜雪冰城,2020-10-31,1,1.0.8,支付下单,垃圾,摆设，根本就不能支付
6600888769,1504835619,蜜雪冰城,2020-11-02,4,1.0.8,,有些店不支持,有些店铺下单店里都没反应，给他们看了才会给你做，积分答题扣积分了答题结果不跳出来，积分就这样没了???
6606894162,1504835619,蜜雪冰城,2020-11-03,1,1.0.8,其他,骗钱,司马软件
6610080908,1412534170,喜茶GO,2020-11-04,4,2.0.3,,希望能增加银联付款通道,RT
6628041696,1504835619,蜜雪冰城,2020-11-09,1,1.1.0,支付下单,？,付款付不了是怎么回事？？？？
6625213349,1504835619,蜜雪冰城,2020-11-09,1,1.1.0,其他,强迫更新,不更新就不给打开app 也太过分了吧？我网不好下的断断续续的 难道我就不配喝了？？？你们做程序的是不是脑子不好使
6634621472,1504835619,蜜雪冰城,2020-11-11,1,1.1.0,其他,盘锦田家店服务太次了,盘锦田家店的服务太次了，是因为生意好做的奶茶就可以偷工减料吗？明显用料比兴隆台步行街店少啊，服务态度好不好，都不敢质疑。排队买奶茶，说了半天也不给弄！是因为我提意见了么？
6639432110,1504835619,蜜雪冰城,2020-11-12,1,1.1.0,门店与出品|客服售后,店里根本不搭理,店员态度极差，提醒三次也不做单，连投诉渠道都没有，气死了！
6640160902,1504835619,蜜雪冰城,2020-11-13,1,1.1.0,门店与出品,差评服务态度太差 骂人,差评 长春红旗街店 服务态度恶劣 问app有活动说有 下完单子 又说没有 态度恶劣 骂人 你们就这个服务顾客的 东西难喝 要死
6647144108,1504835619,蜜雪冰城,2020-11-15,1,1.1.0,配送履约,退单流程复杂,今天买了几个冰淇淋没想到不配送过来，点退单让我联系商家态度不好还暂时不能退，太差了
6672889908,1504835619,蜜雪冰城,2020-11-22,1,1.1.0,登录账号,从来没登录成功,下载之后就没有成功收到过验证码，任何登录方式也都需要绑定手机号，所以，就完全无法登陆
6684411103,1504835619,蜜雪冰城,2020-11-25,5,1.2.0,,缺少门店,五星是为了给开发者看见，这个app缺少很多门店，希望改进
6702161380,1412534170,喜茶GO,2020-11-30,1,2.0.5,闪退卡顿,心里没点数，还学着别人买一送一,软件直接崩溃，点了一下午都不行，晚上可以了，直接把新品下架了，好牌。
6718493543,1412534170,喜茶GO,2020-12-04,4,2.0.5,,app的界面有问题,不知道是12pm适配的问题还是怎么 底边栏已经超出屏幕了
6722690948,1504835619,蜜雪冰城,2020-12-05,1,1.2.0,支付下单|配送履约,以为配送,我还以为是配送的，所以我就点了，后来发现不配送我打算退了，结果拒绝退款，我点了还不到3分钟，打电话也没人接，服务有够差了
6741394975,1504835619,蜜雪冰城,2020-12-11,1,1.2.0,登录账号,不能解绑关联账号,没有体验.不能更改绑定的手机号.微信.微博.qq.  希望在账户这方面能更新出解绑关联账号功能.
6770775234,1504835619,蜜雪冰城,2020-12-19,1,1.3.0,其他,服务态度差,服务态度差15下的单27到店里还没做去问说没有了....我说我早下的单回头还说那也是一批出来的提示一分钟后取货我20分钟到没做说没了b事还挺多
6802030883,1412534170,喜茶GO,2020-12-27,3,2.0.6,,iphone12适配问题,界面未适配12 应用启动后加载速度过慢 影响点单体验
6798691849,1504835619,蜜雪冰城,2020-12-27,1,1.3.0,支付下单|门店与出品,吐槽,App 没问题。希望能在APP里面 出现点餐评价的功能。 就是想吐槽一下他家店员。App订单都不看备注的嘛？一次还行，好几次都不看备注需要给他指路眼科医生吗
6813301918,1504835619,蜜雪冰城,2020-12-30,1,1.4.0,支付下单,垃圾,买了还没取餐就显示已完成    发现点错了就退款 结果被拒绝了
6814353925,1504835619,蜜雪冰城,2020-12-31,1,1.4.0,门店与出品,越做越垃圾的饮品店,推荐app点餐，然后用app点的东西和实物不一样，备注就说没看见，也不知道是软件的问题，还是商家的问题，或者是店员的问题，反正以后不想用了。
6817771550,1412534170,喜茶GO,2021-01-01,3,2.0.7,,关于账户登录后,不能强制别人退出我的账户，在别人手机登录后，自己无法解绑。
6825379611,1412534170,喜茶GO,2021-01-03,4,2.0.7,,iPhone 12 Pro Max适配,希望尽快适配iPhone 12 Pro Max的显示呀！底下的按钮都跟小黑条叠在一起啦~~
6826793388,1504835619,蜜雪冰城,2021-01-03,1,1.4.0,优惠与价格,怎么说也是挺大的公司，虽然挺好喝但是太失望了,说是邀请好友有奖励，结果为什么是优惠券，而且每次只能用一张？？？满50减8元？大冬天的送冰激凌？一点心意都没有，虽然挺喜欢喝，也算是粉丝，但是这个软件太让人失望了！！！以后再也不喝了
6830440687,1412534170,喜茶GO,2021-01-04,5,2.0.7,,iPhone 12 Pro或者Max的兼容性问题处理一下吧,5星因为喜茶好喝，软件兼容问题处理一下吧，底部横条都挡住了
6843159625,1412534170,喜茶GO,2021-01-07,1,2.0.8,登录账号,登录不了,打开就是正在加载
7002093771,1412534170,喜茶GO,2021-02-16,5,2.1.0,,可以加盟吗这种店,作者看到回一下
7032297790,1504835619,蜜雪冰城,2021-02-24,1,1.4.0,闪退卡顿,各种闪退，公司做那么大软件能用点心吗,闪退，垃圾软件我吐了
7043266768,1504835619,蜜雪冰城,2021-02-26,5,1.6.0,,物美价廉,柠檬水超好喝
7042847811,1504835619,蜜雪冰城,2021-02-26,1,1.6.0,门店与出品,左右门店都忙,忙你做什么活动？这app有跟没有有什么区别
7079638853,1504835619,蜜雪冰城,2021-03-08,1,1.6.0,支付下单|门店与出品,线上与线下不符,差评，APP上显示营业时间8:30-22:00，点单付款后，到店说21:00就下班了，特意开车20多公里去的，实际21:40到达门店。营业员说线上与线下无关，无语，管理待改进，加盟需严控标准
7130453801,1504835619,蜜雪冰城,2021-03-21,5,1.7.0,,真好,用好久了
7150201330,1412534170,喜茶GO,2021-03-27,1,2.1.0,门店与出品,软件慢得不行,打开菜单想点个单，要卡好几分钟，换个门店也很难选上想去的门店，不就加载一下门店信息吗，瑞幸和星巴克就不会那么慢，而且贼耗电，一开软件手机就掉电厉害，微信小程序也慢，搞得我都不想再喝喜茶。
7213562665,1504835619,蜜雪冰城,2021-04-12,1,1.8.1,其他,定位都定位不了,太烂了
7220483284,1504835619,蜜雪冰城,2021-04-14,5,1.8.1,,为什么不好用呢？我觉得很好用，还挺方便的。,期待新功能～
7227939992,1504835619,蜜雪冰城,2021-04-16,5,1.8.1,,好,超赞
7243033595,1504835619,蜜雪冰城,2021-04-20,5,1.8.1,,好,很好使用。
7268778698,1504835619,蜜雪冰城,2021-04-26,1,1.8.1,其他,垃圾中的战斗机,垃圾奶茶 跟水一样，
7345667652,1504835619,蜜雪冰城,2021-05-16,1,1.9.0,其他,定位不了,县城就不配用这个app?又不是没有蜜雪冰城的店
7394573659,1504835619,蜜雪冰城,2021-05-27,1,1.9.0,支付下单|门店与出品,自动瞎选门店，下错门店无法退款,定位有问题，自动给选择从来没去过不知道在哪的门店，下错门店也不给退款
7428934249,1504835619,蜜雪冰城,2021-06-05,5,1.9.0,,喜欢,一直都很喜欢蜜雪！希望蜜雪越做越好💖(>^ω^<)
7447654559,1412534170,喜茶GO,2021-06-10,1,2.2.3,支付下单,无法支付，垃圾一笔,无法支付，一直报总价错误。
7455818444,1412534170,喜茶GO,2021-06-12,5,2.2.3,,bug修复,最新版的喜茶iOS app，个人中心生日无法自己选择
7462147356,1504835619,蜜雪冰城,2021-06-13,5,1.10.0,,我那么爱你,你爱我吗😊
7469647524,1504835619,蜜雪冰城,2021-06-15,1,1.10.0,支付下单|客服售后,真没用,没有用的软件线上卖的东西线下没有卖的，软件人工客服回复巨慢，相当于没有，而且没有卖的还不退款
